Student_ID,Name,Gender,City,Course,Subject,Marks,Attendance (%),Study_Hours,Semester,Target
409,Student_409,Female,Bangalore,BTech,Maths,90,71,5.9,2,409
410,Student_410,Female,Delhi,BSc,Maths,,90,5,4,410
411,Student_411,Male,Pune,BSc,Science,36,76,4,5,411
412,Student_412,Female,Mumbai,BBA,Maths,95,92,2.7,3,412
413,Student_413,Female,Kolkata,BSc,Economics,92,70,3.7,2,413
414,Student_414,Male,Kolkata,BA,Computer,94,87,1.2,1,414
415,Student_415,Male,Bangalore,BCom,Science,74,91,4.7,5,415
416,Student_416,Male,Chennai,BBA,English,70,60,3.2,6,416
417,Student_417,Male,Bangalore,BTech,English,71,87,1.1,1,417
418,Student_418,Female,Chennai,BA,Computer,52,66,1.3,2,418
419,Student_419,Female,Bangalore,BBA,Science,97,61,2.9,2,419
420,Student_420,Female,Bangalore,BSc,Maths,56,83,3.9,6,420
421,Student_421,Female,Bangalore,BSc,Maths,,63,3.3,3,421
422,Student_422,Female,Chennai,BSc,Economics,92,78,4.1,6,422
423,Student_423,Female,Chennai,BSc,Economics,,85,3.4,4,423
424,Student_424,Male,Bangalore,BTech,Maths,38,70,4.3,1,424
425,Student_425,Female,Pune,BA,English,41,99,2.1,3,425
426,Student_426,Male,Delhi,BCom,English,95,70,1.6,5,426
427,Student_427,Male,Delhi,BTech,Economics,,62,4,4,427
428,Student_428,Female,Delhi,BTech,Computer,35,71,3.4,3,428
429,Student_429,Male,Chennai,BCom,Maths,89,62,1.1,1,429
430,Student_430,Female,Chennai,BCom,Economics,37,86,2.9,2,430
431,Student_431,Male,Pune,BSc,Economics,72,61,1.5,5,431
432,Student_432,Female,Delhi,BTech,Maths,35,75,3.7,6,432
433,Student_433,Male,Delhi,BBA,Maths,72,61,3,1,433
434,Student_434,Female,Bangalore,BCom,English,63,89,4.1,4,434
435,Student_435,Female,Chennai,BCom,Computer,39,79,5,4,435
436,Student_436,Female,Delhi,BA,Computer,55,97,2.5,2,436
437,Student_437,Female,Kolkata,BBA,Maths,,87,5.8,2,437
438,Student_438,Female,Pune,BBA,Science,69,84,3.7,5,438
439,Student_439,Male,Kolkata,BCom,Economics,35,91,4.1,6,439
440,Student_440,Male,Kolkata,BSc,Economics,46,69,4.4,5,440
441,Student_441,Male,Pune,BA,Maths,94,99,4.3,2,441
442,Student_442,Female,Kolkata,BBA,Science,61,92,3.6,2,442
443,Student_443,Male,Delhi,BCom,English,90,72,3.1,4,443
444,Student_444,Female,Chennai,BBA,Maths,57,96,1.3,2,444
445,Student_445,Female,Pune,BA,Maths,,75,1.1,3,445
446,Student_446,Male,Bangalore,BA,Economics,55,81,2.8,1,446
447,Student_447,Male,Kolkata,BTech,Maths,95,79,2.7,2,447
448,Student_448,Female,Pune,BCom,Maths,97,86,2.9,5,448
449,Student_449,Male,Mumbai,BA,Maths,,75,1.7,6,449
450,Student_450,Female,Mumbai,BTech,Economics,,93,4.7,6,450
451,Student_451,Female,Chennai,BTech,English,89,91,5.3,6,451
452,Student_452,Female,Delhi,BBA,English,80,85,5.7,3,452
453,Student_453,Female,Chennai,BBA,Maths,,84,3.5,5,453
454,Student_454,Female,Chennai,BTech,Economics,89,61,4.5,3,454
455,Student_455,Male,Chennai,BBA,English,39,71,5.3,2,455
456,Student_456,Male,Chennai,BA,English,70,99,3.1,1,456
457,Student_457,Female,Bangalore,BSc,English,83,68,2.5,6,457
458,Student_458,Female,Bangalore,BA,Economics,92,71,5.7,5,458
459,Student_459,Male,Pune,BTech,Economics,73,85,3.6,6,459
460,Student_460,Male,Mumbai,BTech,Maths,95,68,3.5,3,460
461,Student_461,Female,Chennai,BA,Computer,43,69,1.9,4,461
462,Student_462,Male,Pune,BBA,English,40,91,1.5,2,462
463,Student_463,Female,Mumbai,BBA,Computer,69,93,5.2,1,463
464,Student_464,Male,Kolkata,BTech,Economics,73,79,4.1,2,464
465,Student_465,Female,Delhi,BCom,Economics,56,98,2.6,4,465
466,Student_466,Male,Bangalore,BBA,Economics,75,61,2,1,466
467,Student_467,Female,Kolkata,BA,Computer,39,60,3.8,4,467
468,Student_468,Male,Mumbai,BBA,Economics,76,95,3.9,2,468
469,Student_469,Male,Kolkata,BA,Maths,64,83,2,3,469
470,Student_470,Female,Delhi,BTech,Economics,,86,5.3,2,470
471,Student_471,Male,Mumbai,BBA,Science,63,61,1.4,2,471
472,Student_472,Female,Kolkata,BA,Computer,71,90,2.8,2,472
473,Student_473,Male,Bangalore,BTech,Science,47,73,4.4,5,473
474,Student_474,Female,Bangalore,BCom,Economics,,61,2.4,4,474
475,Student_475,Male,Pune,BA,Maths,80,88,5.1,4,475
476,Student_476,Female,Kolkata,BCom,English,57,74,4.7,6,476
477,Student_477,Male,Chennai,BCom,Economics,,71,4.9,4,477
478,Student_478,Female,Kolkata,BSc,Maths,,96,1.6,6,478
479,Student_479,Male,Mumbai,BBA,Computer,40,87,1.7,5,479
480,Student_480,Female,Mumbai,BA,Science,52,79,2.4,3,480
481,Student_481,Female,Kolkata,BCom,Science,56,98,3.6,6,481
482,Student_482,Female,Delhi,BSc,Science,67,83,4.7,2,482
483,Student_483,Male,Bangalore,BTech,Computer,64,80,5.2,3,483
484,Student_484,Female,Mumbai,BA,Maths,,69,4.5,5,484
485,Student_485,Male,Bangalore,BCom,Computer,76,73,5.6,4,485
486,Student_486,Female,Mumbai,BBA,Science,,96,4.7,6,486
487,Student_487,Male,Pune,BSc,Economics,70,77,2.5,2,487
488,Student_488,Female,Chennai,BCom,English,68,83,2.3,1,488
489,Student_489,Male,Mumbai,BBA,Computer,,73,4.5,1,489
490,Student_490,Male,Bangalore,BCom,Computer,,93,2,3,490
491,Student_491,Female,Pune,BA,Maths,73,71,1.5,4,491
492,Student_492,Male,Mumbai,BA,Maths,,81,3.7,1,492
493,Student_493,Male,Delhi,BA,Computer,53,65,5.1,3,493
494,Student_494,Female,Chennai,BSc,Science,49,95,1.5,5,494
495,Student_495,Male,Mumbai,BA,English,,95,5,3,495
496,Student_496,Male,Pune,BBA,Maths,58,81,5.1,3,496
497,Student_497,Male,Delhi,BCom,Science,43,73,3.4,3,497
498,Student_498,Female,Kolkata,BTech,Economics,,75,1.3,2,498
499,Student_499,Male,Pune,BBA,Maths,67,95,1.9,3,499
500,Student_500,Female,Pune,BBA,Science,96,84,4.5,6,500
501,Student_501,Male,Delhi,BA,Science,53,91,4.6,3,501
502,Student_502,Male,Pune,BSc,English,74,92,5.5,2,502
503,Student_503,Male,Delhi,BCom,English,,95,3.9,2,503
504,Student_504,Female,Mumbai,BSc,Economics,99,79,1.6,5,504
505,Student_505,Male,Delhi,BCom,Science,63,77,1.6,4,505
506,Student_506,Male,Delhi,BCom,Science,,97,4.6,1,506
507,Student_507,Female,Chennai,BSc,English,47,62,1.9,1,507
508,Student_508,Male,Delhi,BBA,Maths,35,82,2.6,3,508
509,Student_509,Female,Delhi,BCom,Maths,68,91,3.4,5,509
510,Student_510,Female,Kolkata,BSc,Computer,82,75,1.1,3,510
511,Student_511,Male,Mumbai,BCom,English,82,64,2.2,1,511
512,Student_512,Female,Chennai,BTech,Computer,83,63,3,2,512
513,Student_513,Male,Kolkata,BBA,English,98,80,2.4,4,513
514,Student_514,Female,Bangalore,BA,Economics,95,99,1.7,5,514
515,Student_515,Female,Mumbai,BCom,Science,63,73,4.6,2,515
516,Student_516,Male,Mumbai,BTech,Economics,73,98,5.1,4,516
517,Student_517,Female,Bangalore,BA,English,,90,2.3,5,517
518,Student_518,Female,Delhi,BA,Science,,73,4.9,5,518
519,Student_519,Female,Kolkata,BCom,Maths,47,65,2.9,1,519
520,Student_520,Female,Pune,BSc,Maths,,71,3.5,2,520
521,Student_521,Female,Chennai,BCom,Computer,83,75,5.3,5,521
522,Student_522,Male,Pune,BTech,English,41,76,4.7,6,522
523,Student_523,Female,Bangalore,BA,English,92,82,5,5,523
524,Student_524,Male,Mumbai,BCom,Maths,83,73,1.7,4,524
525,Student_525,Female,Mumbai,BSc,Economics,,66,1.3,1,525
526,Student_526,Male,Chennai,BCom,Science,99,91,5.5,3,526
527,Student_527,Male,Mumbai,BBA,Economics,96,74,2.9,1,527
528,Student_528,Female,Mumbai,BSc,Economics,,76,2.4,3,528
529,Student_529,Female,Chennai,BTech,Maths,77,93,4.6,2,529
530,Student_530,Female,Kolkata,BA,Maths,,64,5.2,2,530
531,Student_531,Male,Kolkata,BCom,Maths,37,86,5.3,5,531
532,Student_532,Female,Chennai,BSc,Computer,63,82,2.6,6,532
533,Student_533,Male,Bangalore,BBA,Economics,,99,5.3,2,533
534,Student_534,Male,Mumbai,BSc,English,,73,1.2,5,534
535,Student_535,Male,Mumbai,BBA,Science,50,74,1.2,1,535
536,Student_536,Female,Bangalore,BTech,Computer,,92,4.1,2,536
537,Student_537,Female,Kolkata,BA,English,,90,1.3,1,537
538,Student_538,Male,Delhi,BTech,Economics,,94,2.6,1,538
539,Student_539,Male,Delhi,BCom,Maths,90,76,4.4,6,539
540,Student_540,Female,Delhi,BSc,Economics,99,87,2.7,2,540
541,Student_541,Male,Kolkata,BBA,Science,75,78,1.9,1,541
542,Student_542,Female,Kolkata,BBA,Computer,85,82,2.4,6,542
543,Student_543,Male,Bangalore,BSc,Computer,63,91,3.3,6,543
544,Student_544,Female,Mumbai,BSc,Science,53,99,3.4,2,544
545,Student_545,Male,Bangalore,BCom,English,75,72,4.9,6,545
546,Student_546,Female,Bangalore,BTech,English,,79,4.8,2,546
547,Student_547,Male,Kolkata,BBA,Computer,49,94,3.3,2,547
548,Student_548,Female,Delhi,BCom,Computer,37,64,5.2,3,548
549,Student_549,Female,Pune,BTech,Maths,,68,1.6,1,549
550,Student_550,Male,Mumbai,BCom,English,,88,2.3,4,550
551,Student_551,Male,Kolkata,BBA,Science,80,65,5.1,2,551
552,Student_552,Female,Delhi,BSc,English,64,84,2.9,1,552
553,Student_553,Male,Pune,BSc,Maths,,90,5.9,6,553
554,Student_554,Female,Pune,BTech,Computer,52,81,3.3,5,554
555,Student_555,Male,Kolkata,BA,Computer,85,61,5,2,555
556,Student_556,Female,Chennai,BTech,Maths,82,64,3,6,556
557,Student_557,Female,Mumbai,BA,Science,42,86,3.1,6,557
558,Student_558,Female,Pune,BCom,Computer,56,84,2.9,6,558
559,Student_559,Female,Kolkata,BCom,Economics,40,67,4.6,6,559
560,Student_560,Female,Kolkata,BBA,Computer,,60,3.7,6,560
561,Student_561,Female,Delhi,BA,Economics,70,79,5.7,2,561
562,Student_562,Male,Chennai,BBA,Maths,,82,2.3,4,562
563,Student_563,Male,Mumbai,BSc,Maths,83,91,1.5,3,563
564,Student_564,Male,Bangalore,BA,Computer,,70,3,6,564
565,Student_565,Female,Delhi,BTech,English,,98,4.1,6,565
566,Student_566,Female,Pune,BSc,Economics,54,83,5.3,3,566
567,Student_567,Female,Pune,BSc,Science,98,70,2.7,2,567
568,Student_568,Female,Delhi,BTech,Computer,37,88,4.3,1,568
569,Student_569,Male,Kolkata,BSc,Science,,85,2.8,5,569
570,Student_570,Male,Pune,BA,Computer,98,75,4.1,5,570
571,Student_571,Female,Chennai,BBA,English,74,94,5.4,1,571
572,Student_572,Male,Mumbai,BSc,English,,79,2.2,2,572
573,Student_573,Male,Chennai,BA,English,89,62,3,5,573
574,Student_574,Female,Pune,BCom,English,96,60,6,3,574
575,Student_575,Male,Bangalore,BA,Maths,38,60,5.3,1,575
576,Student_576,Female,Mumbai,BBA,Maths,94,76,3.8,4,576
577,Student_577,Male,Mumbai,BA,Economics,64,61,3.6,2,577
578,Student_578,Female,Delhi,BTech,Science,36,88,2.4,1,578
579,Student_579,Female,Delhi,BBA,Computer,96,79,3.6,5,579
580,Student_580,Female,Bangalore,BCom,Computer,83,65,5.2,2,580
581,Student_581,Female,Kolkata,BTech,Maths,43,67,4.4,3,581
582,Student_582,Male,Mumbai,BA,Computer,65,88,2.5,2,582
583,Student_583,Female,Bangalore,BBA,Maths,95,92,2,2,583
584,Student_584,Female,Delhi,BCom,Economics,82,62,2.3,3,584
585,Student_585,Female,Delhi,BTech,Science,,94,1.8,6,585
586,Student_586,Male,Mumbai,BCom,Economics,70,64,1.5,3,586
587,Student_587,Female,Chennai,BA,English,42,86,3.1,2,587
588,Student_588,Male,Pune,BCom,English,92,71,1.6,3,588
589,Student_589,Female,Delhi,BSc,English,,79,1.9,6,589
590,Student_590,Male,Kolkata,BTech,Economics,96,79,3.7,1,590
591,Student_591,Male,Kolkata,BCom,Computer,73,68,1.8,3,591
592,Student_592,Female,Delhi,BA,Science,92,98,1.3,3,592
593,Student_593,Male,Chennai,BA,English,98,63,2.6,2,593
594,Student_594,Female,Chennai,BCom,English,78,78,2.1,1,594
595,Student_595,Female,Bangalore,BA,English,63,97,3.6,4,595
596,Student_596,Female,Kolkata,BBA,Science,,86,1.5,4,596
597,Student_597,Male,Bangalore,BBA,English,43,72,4.8,5,597
598,Student_598,Male,Kolkata,BBA,Science,40,72,5.5,3,598
599,Student_599,Female,Pune,BSc,English,63,81,4.7,3,599
600,Student_600,Female,Pune,BCom,Economics,92,87,3.7,1,600
601,Student_601,Male,Mumbai,BSc,Economics,,81,5.3,6,601
602,Student_602,Female,Bangalore,BA,Science,50,78,4.5,4,602
603,Student_603,Female,Delhi,BSc,Economics,37,67,1.1,5,603
604,Student_604,Female,Bangalore,BA,Science,55,67,3,1,604
605,Student_605,Male,Delhi,BA,Economics,98,85,5.3,3,605
606,Student_606,Male,Chennai,BTech,Economics,70,85,2.7,4,606
607,Student_607,Male,Bangalore,BBA,Science,96,82,1.2,5,607
608,Student_608,Female,Chennai,BA,Computer,76,72,4.7,2,608
609,Student_609,Female,Pune,BTech,Economics,76,87,5,4,609
610,Student_610,Female,Pune,BBA,English,95,68,1.8,5,610
611,Student_611,Male,Mumbai,BA,Computer,47,79,3.7,1,611
612,Student_612,Female,Bangalore,BA,Science,,78,2,2,612
613,Student_613,Female,Chennai,BSc,Computer,,98,4.6,5,613
614,Student_614,Female,Delhi,BSc,Maths,50,71,2.4,5,614
615,Student_615,Female,Pune,BBA,Maths,42,74,2.6,3,615
616,Student_616,Male,Pune,BA,Economics,,90,5.2,6,616
617,Student_617,Male,Delhi,BCom,Economics,,73,3.4,4,617
618,Student_618,Female,Chennai,BSc,English,74,70,4.3,3,618
619,Student_619,Male,Chennai,BBA,Computer,,85,3,2,619
620,Student_620,Male,Bangalore,BA,Maths,36,86,2.5,6,620
621,Student_621,Female,Bangalore,BA,Economics,,70,4.1,5,621
622,Student_622,Female,Kolkata,BCom,Computer,78,97,1.8,3,622
623,Student_623,Male,Kolkata,BBA,Economics,,93,2.9,6,623
624,Student_624,Female,Mumbai,BA,Economics,36,78,2,4,624
625,Student_625,Male,Pune,BSc,Maths,,65,4.5,2,625
626,Student_626,Female,Bangalore,BCom,Maths,46,97,5.7,1,626
627,Student_627,Male,Chennai,BBA,Economics,57,87,6,3,627
628,Student_628,Female,Delhi,BCom,Science,52,60,3.3,2,628
629,Student_629,Male,Chennai,BSc,Economics,96,94,2.3,1,629
630,Student_630,Male,Pune,BBA,Economics,96,99,3.2,3,630
631,Student_631,Male,Kolkata,BCom,English,72,67,5.2,2,631
632,Student_632,Female,Chennai,BTech,English,72,66,2,2,632
633,Student_633,Male,Mumbai,BSc,English,95,70,5.8,6,633
634,Student_634,Male,Pune,BSc,Science,35,98,2.7,3,634
635,Student_635,Female,Kolkata,BSc,Science,,63,5.9,2,635
636,Student_636,Female,Delhi,BTech,Economics,,84,5.2,5,636
637,Student_637,Male,Kolkata,BTech,English,55,71,5,3,637
638,Student_638,Male,Mumbai,BA,Science,47,85,2.6,2,638
639,Student_639,Female,Pune,BCom,Maths,61,97,1,6,639
640,Student_640,Female,Delhi,BA,Economics,41,71,2.9,1,640
641,Student_641,Female,Mumbai,BCom,Computer,56,96,2.5,1,641
642,Student_642,Female,Kolkata,BTech,Economics,,83,1.2,5,642
643,Student_643,Female,Mumbai,BTech,Computer,38,75,3.5,3,643
644,Student_644,Male,Pune,BA,English,57,72,3,6,644
645,Student_645,Female,Bangalore,BBA,Computer,67,84,4.2,2,645
646,Student_646,Male,Mumbai,BA,English,,63,4.1,2,646
647,Student_647,Male,Mumbai,BCom,Maths,42,70,1.6,1,647
648,Student_648,Male,Kolkata,BA,Computer,35,91,5.9,6,648
649,Student_649,Female,Kolkata,BSc,Economics,71,66,1.9,5,649
650,Student_650,Male,Delhi,BCom,English,97,70,3.2,1,650
651,Student_651,Male,Kolkata,BCom,Economics,56,87,3.4,1,651
652,Student_652,Female,Chennai,BBA,Science,55,82,5.1,5,652
653,Student_653,Male,Pune,BTech,English,69,82,1.5,3,653
654,Student_654,Male,Pune,BCom,Computer,39,87,3.1,2,654
655,Student_655,Female,Bangalore,BTech,English,94,85,4.1,3,655
656,Student_656,Male,Bangalore,BA,Economics,80,84,2.1,6,656
657,Student_657,Male,Pune,BSc,Maths,,88,4.1,4,657
658,Student_658,Male,Bangalore,BBA,English,82,78,5.6,4,658
659,Student_659,Female,Delhi,BTech,Computer,40,92,6,4,659
660,Student_660,Female,Kolkata,BCom,Science,90,95,1.2,5,660
661,Student_661,Female,Pune,BTech,Maths,,73,2.2,1,661
662,Student_662,Male,Bangalore,BCom,Science,63,73,2.6,3,662
663,Student_663,Male,Pune,BTech,English,52,94,3,2,663
664,Student_664,Female,Chennai,BCom,Economics,36,89,2.2,4,664
665,Student_665,Male,Mumbai,BA,Economics,42,87,2,3,665
666,Student_666,Male,Kolkata,BCom,Computer,,76,5.8,4,666
667,Student_667,Female,Pune,BCom,Economics,72,62,5.6,4,667
668,Student_668,Female,Mumbai,BSc,Maths,82,75,1.2,2,668
669,Student_669,Male,Bangalore,BCom,Economics,61,89,2.7,6,669
670,Student_670,Male,Mumbai,BSc,Computer,54,88,3,6,670
671,Student_671,Male,Kolkata,BBA,English,46,74,2.2,6,671
672,Student_672,Female,Pune,BSc,English,77,84,4.1,5,672
673,Student_673,Female,Chennai,BA,Economics,95,97,4.2,1,673
674,Student_674,Female,Bangalore,BSc,Science,65,97,5.3,5,674
675,Student_675,Female,Pune,BBA,English,95,82,4.7,3,675
676,Student_676,Male,Kolkata,BA,Economics,69,84,3.7,5,676
677,Student_677,Female,Bangalore,BTech,Computer,49,66,4.3,3,677
678,Student_678,Female,Delhi,BTech,Economics,50,81,2.4,3,678
679,Student_679,Female,Mumbai,BSc,English,47,76,4,1,679
680,Student_680,Female,Kolkata,BSc,Computer,69,77,3.4,2,680
681,Student_681,Female,Delhi,BBA,Economics,,69,1.7,1,681
682,Student_682,Male,Pune,BBA,Maths,55,69,2.2,6,682
683,Student_683,Male,Chennai,BCom,Computer,,66,2.5,6,683
684,Student_684,Female,Bangalore,BBA,Maths,64,97,5.6,5,684
685,Student_685,Male,Mumbai,BCom,Science,82,86,2.2,3,685
686,Student_686,Female,Bangalore,BA,Computer,69,92,2.4,4,686
687,Student_687,Female,Pune,BSc,Maths,72,60,2.8,4,687
688,Student_688,Male,Bangalore,BA,English,65,93,4.3,3,688
689,Student_689,Male,Mumbai,BBA,English,58,63,1.6,1,689
690,Student_690,Female,Pune,BA,Science,83,76,5.8,2,690
691,Student_691,Female,Bangalore,BA,Computer,,63,5.3,1,691
692,Student_692,Female,Chennai,BA,Computer,89,85,3.9,3,692
693,Student_693,Male,Kolkata,BBA,Computer,92,63,4.4,3,693
694,Student_694,Female,Pune,BA,Science,37,60,1.1,2,694
695,Student_695,Female,Kolkata,BCom,Computer,,66,2.7,5,695
696,Student_696,Female,Pune,BBA,English,,89,5,5,696
697,Student_697,Male,Chennai,BA,Maths,95,68,1.4,2,697
698,Student_698,Female,Kolkata,BBA,English,63,94,2.4,5,698
699,Student_699,Female,Delhi,BTech,English,53,67,3.9,4,699
700,Student_700,Male,Mumbai,BCom,Maths,77,83,2.3,5,700
701,Student_701,Female,Delhi,BA,English,95,78,5.7,5,701
702,Student_702,Female,Bangalore,BTech,Science,77,95,1.7,5,702
703,Student_703,Male,Chennai,BTech,Maths,,86,5,4,703
704,Student_704,Female,Delhi,BBA,English,54,91,3.5,5,704
705,Student_705,Male,Pune,BTech,Economics,82,73,4.8,6,705
706,Student_706,Male,Bangalore,BCom,English,58,77,2.6,4,706
707,Student_707,Female,Bangalore,BCom,Science,,87,3.6,2,707
708,Student_708,Female,Delhi,BSc,Computer,89,88,5.3,1,708
709,Student_709,Female,Delhi,BCom,English,,75,3.3,2,709
710,Student_710,Female,Chennai,BTech,Computer,97,94,2.8,1,710
711,Student_711,Male,Mumbai,BCom,Economics,,90,3.7,2,711
712,Student_712,Female,Delhi,BBA,English,39,63,4.6,6,712
713,Student_713,Male,Delhi,BSc,Maths,85,96,3.2,1,713
714,Student_714,Female,Kolkata,BTech,Computer,55,76,5.7,1,714
715,Student_715,Female,Pune,BSc,Economics,46,98,2.5,3,715
716,Student_716,Female,Kolkata,BTech,Maths,,85,3.4,1,716
717,Student_717,Male,Kolkata,BBA,Maths,38,98,4.8,1,717
718,Student_718,Female,Bangalore,BSc,Maths,76,63,4.4,3,718
719,Student_719,Female,Mumbai,BA,Maths,72,89,5.3,5,719
720,Student_720,Female,Pune,BTech,English,,89,6,5,720
721,Student_721,Female,Chennai,BA,English,48,81,3.1,3,721
722,Student_722,Male,Chennai,BSc,English,,70,1.6,4,722
723,Student_723,Female,Delhi,BA,Economics,,61,1.2,1,723
724,Student_724,Male,Delhi,BA,Economics,95,71,4.6,1,724
725,Student_725,Male,Chennai,BSc,Economics,52,89,5.4,3,725
726,Student_726,Male,Delhi,BBA,Science,61,95,2.1,3,726
727,Student_727,Male,Mumbai,BA,Economics,89,77,1.8,4,727
728,Student_728,Male,Kolkata,BA,English,,85,1.3,6,728
729,Student_729,Male,Delhi,BBA,English,55,66,5.1,5,729
730,Student_730,Female,Bangalore,BA,Science,78,60,2.6,2,730
731,Student_731,Male,Delhi,BA,Science,39,85,3,6,731
732,Student_732,Male,Pune,BA,Economics,75,82,3.5,5,732
733,Student_733,Male,Mumbai,BCom,Computer,,85,5.2,1,733
734,Student_734,Female,Pune,BBA,Science,,65,4.3,6,734
735,Student_735,Female,Pune,BA,Maths,56,65,4.1,3,735
736,Student_736,Male,Bangalore,BBA,English,99,67,1.9,4,736
737,Student_737,Female,Mumbai,BTech,Maths,98,83,3.6,5,737
738,Student_738,Male,Mumbai,BTech,English,38,81,4.6,4,738
739,Student_739,Male,Mumbai,BA,English,99,78,5.9,5,739
740,Student_740,Female,Mumbai,BBA,Science,49,96,2,6,740
741,Student_741,Male,Mumbai,BBA,Science,56,77,1,1,741
742,Student_742,Female,Bangalore,BBA,Maths,,90,1.4,2,742
743,Student_743,Female,Delhi,BCom,English,80,96,2.9,4,743
744,Student_744,Male,Pune,BTech,Maths,48,89,5.1,4,744
745,Student_745,Male,Mumbai,BBA,Computer,,92,1,2,745
746,Student_746,Female,Delhi,BBA,Maths,54,69,3.3,4,746
747,Student_747,Male,Delhi,BCom,Economics,,96,2.6,4,747
748,Student_748,Male,Pune,BCom,Maths,67,71,1.3,5,748
749,Student_749,Male,Bangalore,BBA,Economics,,89,3.3,5,749
750,Student_750,Female,Chennai,BSc,Economics,77,86,2.3,2,750
751,Student_751,Female,Chennai,BBA,Economics,46,98,2.8,1,751
752,Student_752,Male,Delhi,BBA,Computer,74,68,4.5,6,752
753,Student_753,Female,Kolkata,BCom,Maths,54,80,3.6,6,753
754,Student_754,Female,Kolkata,BCom,Maths,72,71,1.6,4,754
755,Student_755,Female,Pune,BBA,Computer,37,88,5.8,1,755
756,Student_756,Female,Chennai,BBA,English,,92,4.2,2,756
757,Student_757,Female,Delhi,BBA,Science,90,74,4.8,2,757
758,Student_758,Male,Bangalore,BCom,Maths,47,61,1.4,5,758
759,Student_759,Male,Chennai,BBA,Science,71,98,1.2,4,759
760,Student_760,Male,Delhi,BBA,Computer,83,77,1.1,3,760
761,Student_761,Female,Delhi,BA,English,70,62,1.9,2,761
762,Student_762,Female,Mumbai,BSc,English,,66,3.1,4,762
763,Student_763,Male,Bangalore,BTech,English,,77,5.7,1,763
764,Student_764,Female,Mumbai,BSc,Computer,74,97,3.3,5,764
765,Student_765,Male,Pune,BA,Economics,77,96,2.5,6,765
766,Student_766,Male,Mumbai,BTech,Economics,56,92,3.8,1,766
767,Student_767,Male,Mumbai,BBA,Science,54,90,1.6,2,767
768,Student_768,Female,Chennai,BA,Economics,42,70,4,2,768
769,Student_769,Female,Kolkata,BBA,Economics,63,63,3.8,1,769
770,Student_770,Male,Delhi,BCom,English,74,77,5,2,770
771,Student_771,Male,Bangalore,BA,English,64,63,5.9,4,771
772,Student_772,Male,Mumbai,BCom,Science,89,93,2.3,2,772
773,Student_773,Male,Bangalore,BA,Maths,50,88,3.5,5,773
774,Student_774,Female,Kolkata,BA,Science,80,83,5.5,4,774
775,Student_775,Female,Kolkata,BCom,Science,96,81,4.9,3,775
776,Student_776,Male,Mumbai,BTech,Computer,41,61,3.4,2,776
777,Student_777,Male,Pune,BSc,Computer,,65,5.7,2,777
778,Student_778,Female,Mumbai,BBA,Science,,84,1.3,5,778
779,Student_779,Female,Chennai,BA,Science,90,80,5.7,5,779
780,Student_780,Male,Delhi,BBA,Science,82,75,1.3,6,780
781,Student_781,Male,Pune,BCom,Economics,61,90,3.7,1,781
782,Student_782,Male,Mumbai,BBA,Computer,,73,5.5,1,782
783,Student_783,Female,Bangalore,BCom,Science,69,98,2.3,1,783
784,Student_784,Female,Pune,BBA,English,85,87,3.4,5,784
785,Student_785,Female,Pune,BSc,English,71,91,2.6,1,785
786,Student_786,Male,Mumbai,BSc,Economics,,87,5.8,1,786
787,Student_787,Male,Pune,BSc,Economics,42,68,5.1,3,787
788,Student_788,Female,Bangalore,BSc,Maths,54,81,4.5,1,788
789,Student_789,Female,Kolkata,BSc,Maths,,91,3.9,2,789
790,Student_790,Male,Pune,BSc,Maths,46,64,5.1,6,790
791,Student_791,Female,Kolkata,BCom,Economics,83,82,3,5,791
792,Student_792,Female,Bangalore,BA,Economics,,64,3.2,4,792
793,Student_793,Male,Mumbai,BBA,Economics,98,91,4.7,6,793
794,Student_794,Female,Delhi,BSc,English,76,69,2.8,3,794
795,Student_795,Male,Pune,BCom,Economics,63,98,1.3,5,795
796,Student_796,Male,Delhi,BCom,English,53,74,1.4,5,796
797,Student_797,Male,Bangalore,BCom,Maths,,66,1.6,2,797
798,Student_798,Male,Pune,BA,Maths,,88,5.3,6,798
799,Student_799,Male,Kolkata,BBA,Maths,92,62,3.4,6,799
800,Student_800,Male,Chennai,BA,Science,68,78,4.6,1,800
801,Student_801,Male,Delhi,BTech,Science,54,69,3,2,801
802,Student_802,Female,Pune,BCom,Computer,,87,2.3,1,802
803,Student_803,Male,Delhi,BTech,Computer,,88,2.7,1,803
804,Student_804,Male,Pune,BSc,Computer,,74,5,5,804
805,Student_805,Female,Mumbai,BSc,Science,,94,4.1,6,805
806,Student_806,Female,Kolkata,BA,Science,49,65,5.7,1,806
807,Student_807,Female,Delhi,BBA,Computer,37,71,4.4,3,807
808,Student_808,Male,Chennai,BTech,Computer,71,97,3.9,3,808
809,Student_809,Female,Chennai,BBA,Economics,74,72,4.1,6,809
810,Student_810,Male,Bangalore,BA,Computer,74,88,5.7,3,810
811,Student_811,Male,Pune,BSc,Economics,90,78,4.9,5,811
812,Student_812,Male,Delhi,BBA,English,57,62,1.1,2,812
813,Student_813,Male,Bangalore,BBA,Science,,67,3.7,4,813
814,Student_814,Female,Delhi,BSc,Computer,98,67,4.4,1,814
815,Student_815,Female,Pune,BTech,Science,42,79,4.7,4,815
816,Student_816,Male,Chennai,BSc,Science,90,63,2.1,2,816
817,Student_817,Male,Mumbai,BBA,Science,94,80,5.3,2,817
818,Student_818,Male,Chennai,BTech,English,,62,5.8,5,818
